ProductID,Supplier,Supplier Return Policy,Adjusted Price (USD),Supplier_ID,Return Policy Rank,Description
PROD100,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",192.50558360868888,S7,2,Waterproof speaker with 360-degree sound
PROD101,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",876.723638328363,S1,3,Compact smartphone with excellent camera
PROD102,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",354.2198813506375,S4,3,Android One smartphone with clean interface
PROD102,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",413.3706680041156,S9,1,Android One smartphone with clean interface
PROD103,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",295.4684326117076,S1,3,Noise-canceling earbuds with personalized sound
PROD103,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",346.47250682834385,S6,4,Noise-canceling earbuds with personalized sound
PROD104,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",54.35695279916308,S9,1,Affordable earbuds with decent sound quality
PROD105,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",368.8141375414441,S5,1,Rugged outdoor smartwatch with long battery life
PROD106,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",896.5426647261479,S5,1,Thin and light business laptop with strong security features
PROD106,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",1115.874084487156,S4,3,Thin and light business laptop with strong security features
PROD107,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",419.01339576477824,S2,2,Small and portable tablet
PROD107,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",270.87988931554554,S5,1,Small and portable tablet
PROD107,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",285.9536731009594,S7,2,Small and portable tablet
PROD108,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",201.17820852944288,S3,4,Portable smart speaker with Wi-Fi and Bluetooth
PROD108,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",180.55803152633658,S8,5,Portable smart speaker with Wi-Fi and Bluetooth
PROD109,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",775.9292950689035,S2,2,50-inch Ultra HD TV with voice control
PROD109,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",597.3572827788,S6,4,50-inch Ultra HD TV with voice control
PROD110,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",187.68933433759344,S2,2,Waterproof speaker with bass boost
PROD110,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",178.15386353181697,S3,4,Waterproof speaker with bass boost
PROD110,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",176.63835366216588,S10,3,Waterproof speaker with bass boost
PROD111,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",86.55434069194332,S4,3,Basic e-reader with glare-free screen
PROD111,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",88.59701692324818,S7,2,Basic e-reader with glare-free screen
PROD111,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",68.9198830680882,S8,5,Basic e-reader with glare-free screen
PROD112,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",444.02819667260155,S8,5,Bridge camera with long zoom lens
PROD112,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",490.36369226325485,S7,2,Bridge camera with long zoom lens
PROD112,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",485.0284756629311,S4,3,Bridge camera with long zoom lens
PROD113,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",514.755671272548,S1,3,Next-gen console with high frame rates
PROD114,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",35.74701248086356,S8,5,Waterproof fitness band for swimming
PROD115,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",102.2701069017906,S8,5,5TB desktop external storage
PROD116,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",43.02064919132821,S6,4,250GB internal SSD for boot drive
PROD116,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",36.66657018667399,S8,5,250GB internal SSD for boot drive
PROD116,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",35.36937057768656,S5,1,250GB internal SSD for boot drive
PROD117,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",79.37971889289513,S9,1,Gaming wireless mouse with customizable buttons
PROD117,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",85.7054753283429,S7,2,Gaming wireless mouse with customizable buttons
PROD117,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",64.16430891541825,S8,5,Gaming wireless mouse with customizable buttons
PROD118,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",148.90104923624148,S9,1,Ergonomic split wireless keyboard
PROD118,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",129.9344931732586,S2,2,Ergonomic split wireless keyboard
PROD118,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",131.44745135834546,S3,4,Ergonomic split wireless keyboard
PROD119,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",45.167237534427095,S6,4,1080p webcam with wide-angle lens
PROD120,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",34.3,S5,1,Budget-friendly Wi-Fi 5 router
PROD120,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",45.70098852598306,S3,4,Budget-friendly Wi-Fi 5 router
PROD121,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",87.32781886714429,S1,3,Smart LED floodlight for outdoor use
PROD121,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",96.75059455390428,S7,2,Smart LED floodlight for outdoor use
PROD122,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",74.07189776006115,S8,5,Entry-level smart thermostat
PROD123,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",212.97062323254613,S7,2,Wireless doorbell camera
PROD123,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",227.96194488178344,S9,1,Wireless doorbell camera
PROD124,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",446.31839198695315,S10,3,Foldable mini drone with HD camera
PROD124,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",390.5516946365369,S3,4,Foldable mini drone with HD camera
PROD125,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",282.30225866066036,S5,1,Mini portable projector with built-in battery
PROD125,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",422.3755956704232,S1,3,Mini portable projector with built-in battery
PROD126,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",71.63435008966748,S8,5,Compact dash cam with loop recording
PROD126,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",81.10298801734646,S10,3,Compact dash cam with loop recording
PROD127,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",459.5335271768471,S9,1,Truck-specific GPS device
PROD128,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",41.32776186216403,S6,4,Wireless portable charger
PROD128,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",40.47674290351043,S4,3,Wireless portable charger
PROD128,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",30.11189077179976,S5,1,Wireless portable charger
PROD129,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",70.8991912741928,S9,1,USB-C hub with multiple ports
PROD130,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",70.99348292347857,S2,2,Heavy-duty surge protector with long cord
PROD130,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",76.7,S9,1,Heavy-duty surge protector with long cord
PROD131,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",351.2898243375808,S8,5,Affordable 5G smartphone
PROD131,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",477.24200127948103,S6,4,Affordable 5G smartphone
PROD132,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",633.8219852014681,S4,3,Smartphone with a focus on photography
PROD132,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",636.7449831849368,S2,2,Smartphone with a focus on photography
PROD132,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",544.1723515819666,S10,3,Smartphone with a focus on photography
PROD133,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",166.10471269368927,S9,1,Sport wireless headphones with secure fit
PROD133,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",159.41257820773185,S2,2,Sport wireless headphones with secure fit
PROD134,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",198.87338442963664,S1,3,Noise-isolating earbuds for focused listening
PROD135,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",307.16359068977056,S2,2,Fashion-forward smartwatch
PROD135,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",287.404554362097,S10,3,Fashion-forward smartwatch
PROD135,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",346.9633750288774,S9,1,Fashion-forward smartwatch
PROD136,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",1720.2151231274672,S10,3,High-performance workstation laptop
PROD136,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",2084.3275884361774,S9,1,High-performance workstation laptop
PROD137,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",667.2062362692249,S4,3,Large Android tablet for productivity
PROD137,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",626.9696000548818,S3,4,Large Android tablet for productivity
PROD137,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",634.8333971309547,S1,3,Large Android tablet for productivity
PROD138,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",146.4810652586269,S7,2,Smart speaker with integrated display
PROD139,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",1038.7,S9,1,70-inch Ultra HD TV with Dolby Vision
PROD140,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",393.48700748711855,S6,4,Ultra-powerful party speaker
PROD140,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",338.58995044787184,S4,3,Ultra-powerful party speaker
PROD141,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",139.9240390448915,S7,2,E-reader with warm light adjustment
PROD141,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",109.8417401259819,S5,1,E-reader with warm light adjustment
PROD142,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",547.9436719200537,S3,4,Advanced bridge camera with RAW support
PROD142,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",578.7407860312896,S4,3,Advanced bridge camera with RAW support
PROD142,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",647.5206624609607,S1,3,Advanced bridge camera with RAW support
PROD143,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",381.54950045666965,S4,3,Handheld gaming PC
PROD143,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",443.29390900647456,S7,2,Handheld gaming PC
PROD143,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",373.47592425690783,S3,4,Handheld gaming PC
PROD144,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",214.3920703373143,S2,2,GPS-enabled fitness tracker
PROD145,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",174.4640219004525,S1,3,8TB desktop storage solution
PROD145,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",164.6682155996242,S4,3,8TB desktop storage solution
PROD145,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",174.39376684563095,S2,2,8TB desktop storage solution
PROD146,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",161.94592718821488,S8,5,1TB NVMe Gen4 SSD
PROD147,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",65.72289193523099,S4,3,Trackball wireless mouse
PROD148,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",42.34434720861008,S8,5,Compact Bluetooth keyboard for travel
PROD149,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",100.26023311956581,S6,4,Streamer webcam with ring light
PROD149,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",100.87782715361354,S7,2,Streamer webcam with ring light
PROD149,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",99.80860314605526,S4,3,Streamer webcam with ring light
PROD150,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",276.5244953342408,S7,2,Wi-Fi 6E router for the latest devices
PROD151,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",108.82269811717316,S1,3,Indoor smart table lamp
PROD152,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",273.8748027731396,S4,3,Smart thermostat for multi-zone control
PROD152,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",350.3066162121095,S6,4,Smart thermostat for multi-zone control
PROD153,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",221.61465652942852,S8,5,Wireless floodlight camera
PROD154,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",1124.2363004293763,S10,3,Cinematic drone with 4K video recording
PROD155,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",1828.7784344404188,S7,2,4K home theater projector
PROD155,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",2310.751384303189,S9,1,4K home theater projector
PROD155,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",2141.537550079979,S1,3,4K home theater projector
PROD156,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",238.850386132829,S1,3,3-channel dash cam with interior recording
PROD157,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",885.5779508857431,S8,5,Marine GPS chartplotter
PROD157,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",982.157365304778,S7,2,Marine GPS chartplotter
PROD157,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",1298.7,S6,4,Marine GPS chartplotter
PROD158,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",68.33051859297319,S8,5,Solar-powered portable charger
PROD159,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",39.33467651726563,S1,3,USB 3.0 hub with charging ports
PROD159,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",49.83538526363882,S2,2,USB 3.0 hub with charging ports
PROD159,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",38.780807665726215,S3,4,USB 3.0 hub with charging ports
PROD160,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",61.128017255048434,S2,2,USB charging station with surge protection
PROD160,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",44.73856870266693,S10,3,USB charging station with surge protection
PROD160,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",51.12462761512488,S3,4,USB charging station with surge protection
PROD161,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",567.0176528311265,S6,4,Durable and water-resistant smartphone
PROD161,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",582.189582948483,S9,1,Durable and water-resistant smartphone
PROD161,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",526.6217244948491,S3,4,Durable and water-resistant smartphone
PROD162,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",287.14843186510547,S7,2,Smartphone with a focus on battery life
PROD162,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",372.2851545097314,S9,1,Smartphone with a focus on battery life
PROD163,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",284.4066695804831,S4,3,True wireless active noise cancelling earbuds
PROD164,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",37.808513418485234,S4,3,Budget-friendly sport earbuds
PROD165,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",2086.8902874911805,S4,3,Luxury smartwatch with premium materials
PROD166,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",1490.565897399615,S10,3,Creator laptop with professional graphics
PROD167,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",436.95533174549587,S1,3,E-ink tablet for writing and reading
PROD167,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",378.0344228031893,S10,3,E-ink tablet for writing and reading
PROD168,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",262.1515378540914,S4,3,Portable smart speaker with long battery
PROD168,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",242.76770696882753,S8,5,Portable smart speaker with long battery
PROD168,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",231.60995257229447,S3,4,Portable smart speaker with long battery
PROD169,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",503.7257343894229,S9,1,58-inch Ultra HD TV with HDR10+
PROD169,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",570.4532821627495,S1,3,58-inch Ultra HD TV with HDR10+
PROD170,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",314.607263346349,S1,3,Compact and stylish speaker
PROD170,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",258.8164701726429,S7,2,Compact and stylish speaker
PROD171,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",504.01722136157974,S4,3,Color e-reader for comics and magazines
PROD171,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",625.3156600106477,S9,1,Color e-reader for comics and magazines
PROD171,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",484.80784108447006,S1,3,Color e-reader for comics and magazines
PROD172,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",720.921838579866,S4,3,Micro Four Thirds mirrorless camera
PROD172,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",843.3647434477067,S2,2,Micro Four Thirds mirrorless camera
PROD173,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",224.71084726339674,S2,2,Retro gaming console with classic games
PROD173,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",192.0511207369671,S7,2,Retro gaming console with classic games
PROD173,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",161.27305317476328,S5,1,Retro gaming console with classic games
PROD174,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",89.99548737859087,S8,5,Wristband with heart rate and blood oxygen
PROD175,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",231.83748190519054,S7,2,10TB desktop NAS drive
PROD175,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",260.4097301493264,S6,4,10TB desktop NAS drive
PROD176,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",250.94695849724323,S3,4,2TB NVMe Gen4 high-speed SSD
PROD177,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",67.92051626560765,S10,3,Left-handed ergonomic wireless mouse
PROD177,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",74.94003679512943,S6,4,Left-handed ergonomic wireless mouse
PROD177,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",59.32814218069279,S3,4,Left-handed ergonomic wireless mouse
PROD178,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",159.64890477371983,S2,2,Wireless mechanical keyboard with RGB lighting
PROD179,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",229.43381489095694,S2,2,AI-powered webcam with auto-framing
PROD179,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",216.696345498659,S4,3,AI-powered webcam with auto-framing
PROD179,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",250.08939711294676,S1,3,AI-powered webcam with auto-framing
PROD180,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",288.5635713436321,S9,1,Gaming router with low latency features
PROD180,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",290.8147513626399,S4,3,Gaming router with low latency features
PROD180,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",222.49506162211452,S5,1,Gaming router with low latency features
PROD181,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",124.85264253853965,S10,3,Smart outdoor pathway lights
PROD182,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",196.71794323602066,S8,5,Wi-Fi thermostat with occupancy sensor
PROD182,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",236.33056611951903,S4,3,Wi-Fi thermostat with occupancy sensor
PROD183,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",329.1214177240992,S6,4,PTZ outdoor security camera with zoom
PROD183,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",267.9520184888392,S5,1,PTZ outdoor security camera with zoom
PROD183,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",358.1709771011561,S2,2,PTZ outdoor security camera with zoom
PROD184,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",640.2482456157536,S6,4,FPV (First-Person View) racing drone
PROD184,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",748.8796465585197,S7,2,FPV (First-Person View) racing drone
PROD184,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",526.6817350755817,S3,4,FPV (First-Person View) racing drone
PROD185,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",789.8884302522973,S2,2,Portable LED projector with Wi-Fi
PROD185,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",650.8980319615865,S6,4,Portable LED projector with Wi-Fi
PROD185,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",658.4604586809465,S3,4,Portable LED projector with Wi-Fi
PROD186,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",128.07227306172817,S10,3,Mirror dash cam with front and rear view
PROD186,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",120.95584721535671,S1,3,Mirror dash cam with front and rear view
PROD187,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",349.0477478708167,S7,2,Handheld GPS device for hiking
PROD188,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",74.75519394249667,S4,3,Ultra-high capacity power bank for multiple devices
PROD188,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",73.26229411966358,S3,4,Ultra-high capacity power bank for multiple devices
PROD188,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",66.13242455797668,S8,5,Ultra-high capacity power bank for multiple devices
PROD189,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",388.7,S6,4,USB-C docking station with multiple display outputs
PROD189,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",273.3373739440078,S1,3,USB-C docking station with multiple display outputs
PROD190,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",138.70540760682348,S10,3,Power conditioner with voltage regulation
PROD190,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",159.186946663674,S1,3,Power conditioner with voltage regulation
PROD190,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",145.2308502025358,S7,2,Power conditioner with voltage regulation
PROD191,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",772.6861380978494,S7,2,Satellite communication smartphone
PROD191,Apex Digital Solutions,"90 days for full refund, any condition. Free return shipping.",671.6022318208703,S8,5,Satellite communication smartphone
PROD192,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",490.66662250993875,S3,4,Business-oriented smartphone with enhanced security
PROD192,ElectroDirect Inc.,"30 days for full refund, original packaging, unused. Buyer pays return shipping.",563.096115673744,S1,3,Business-oriented smartphone with enhanced security
PROD192,Prime Picks Electronic,"21 days for full refund or exchange, no restocking fee. Buyer pays return shipping.",467.95618261746665,S4,3,Business-oriented smartphone with enhanced security
PROD193,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",745.9380274723711,S6,4,Planar magnetic wireless headphones
PROD194,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",228.814829844262,S10,3,Spatial audio earbuds with head tracking
PROD194,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",323.7,S9,1,Spatial audio earbuds with head tracking
PROD194,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",281.7213530268043,S6,4,Spatial audio earbuds with head tracking
PROD195,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",342.50694024122527,S7,2,GPS running smartwatch with advanced metrics
PROD196,Nexus Retail Group,"45 days for full refund, open box accepted. Free return shipping.",1966.886080421971,S6,4,Mobile workstation with ISV certifications
PROD196,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",2465.3762657290918,S7,2,Mobile workstation with ISV certifications
PROD197,Innovate Electronics,"30 days for exchange/store credit, original packaging. Buyer pays return shipping.",857.1368306636185,S7,2,Waterproof and dustproof tablet
PROD197,Global Gadgets Co.,"60 days for full refund, open box accepted, 15% restocking fee. Free return shipping.",672.4569299976108,S3,4,Waterproof and dustproof tablet
PROD198,Streamline Tech,"30 days for exchange or full refund, open box accepted, 10% restocking fee. Free return shipping.",265.50453833874525,S10,3,Multi-room audio smart speaker
PROD199,ValueTech Supply,"7 days for exchange only, original condition. No refunds.",959.5811169150072,S5,1,65-inch Mini-LED Ultra HD TV
PROD200,Circuit Central,"10 days for full refund, unopened only. Buyer pays return shipping.",230.34811042662332,S9,1,Retro-style Bluetooth speaker
PROD200,Tech Emporium Ltd.,"14 days for exchange/store credit, unopened. No returns opened items unless defective.",276.4303752875202,S2,2,Retro-style Bluetooth speaker
